time, ts, count, type
2012-11-02 18:28:00,1351880880,2,robocall_restored
2012-11-02 18:33:00,1351881180,2,robocall_restored
2012-11-02 18:38:00,1351881480,1,robocall_restored
2012-11-02 18:43:00,1351881780,1,robocall_restored
2012-11-02 18:48:00,1351882080,0,robocall_restored
2012-11-02 18:53:00,1351882380,0,robocall_restored
2012-11-02 18:58:00,1351882680,0,robocall_restored
2012-11-02 19:03:00,1351882980,0,robocall_restored
2012-11-02 19:08:00,1351883280,0,robocall_restored
2012-11-02 19:13:00,1351883580,0,robocall_restored
2012-11-02 19:18:00,1351883880,0,robocall_restored
2012-11-02 19:23:00,1351884180,0,robocall_restored
2012-11-02 19:28:00,1351884480,0,robocall_restored
2012-11-02 19:33:00,1351884780,0,robocall_restored
2012-11-02 19:38:00,1351885080,0,robocall_restored
2012-11-02 19:43:00,1351885380,1,robocall_restored
2012-11-02 19:48:00,1351885680,0,robocall_restored
2012-11-02 19:53:00,1351885980,1,robocall_restored
2012-11-02 19:58:00,1351886280,0,robocall_restored
2012-11-02 20:03:00,1351886580,1,robocall_restored
2012-11-02 20:08:00,1351886880,0,robocall_restored
2012-11-02 20:13:00,1351887180,0,robocall_restored
2012-11-02 20:18:00,1351887480,0,robocall_restored
2012-11-02 20:23:00,1351887780,0,robocall_restored
2012-11-02 20:28:00,1351888080,0,robocall_restored
2012-11-02 20:33:00,1351888380,1,robocall_restored
2012-11-02 20:38:00,1351888680,0,robocall_restored
2012-11-02 20:43:00,1351888980,0,robocall_restored
2012-11-02 20:48:00,1351889280,0,robocall_restored
2012-11-02 20:53:00,1351889580,0,robocall_restored
2012-11-02 20:58:00,1351889880,0,robocall_restored
2012-11-02 21:03:00,1351890180,0,robocall_restored
2012-11-02 21:08:00,1351890480,0,robocall_restored
2012-11-02 21:13:00,1351890780,0,robocall_restored
2012-11-02 21:18:00,1351891080,0,robocall_restored
2012-11-02 21:23:00,1351891380,0,robocall_restored
2012-11-02 21:28:00,1351891680,0,robocall_restored
2012-11-02 21:33:00,1351891980,0,robocall_restored
2012-11-02 21:38:00,1351892280,1,robocall_restored
2012-11-02 21:43:00,1351892580,0,robocall_restored
2012-11-02 21:48:00,1351892880,0,robocall_restored
2012-11-02 21:53:00,1351893180,0,robocall_restored
2012-11-02 21:58:00,1351893480,0,robocall_restored
2012-11-02 22:03:00,1351893780,0,robocall_restored
2012-11-02 22:08:00,1351894080,0,robocall_restored
2012-11-02 22:13:00,1351894380,0,robocall_restored
2012-11-02 22:18:00,1351894680,0,robocall_restored
2012-11-02 22:23:00,1351894980,0,robocall_restored
2012-11-02 22:28:00,1351895280,0,robocall_restored
2012-11-02 22:33:00,1351895580,0,robocall_restored
2012-11-02 22:38:00,1351895880,0,robocall_restored
2012-11-02 22:43:00,1351896180,1,robocall_restored
2012-11-02 22:48:00,1351896480,0,robocall_restored
2012-11-02 22:53:00,1351896780,0,robocall_restored
2012-11-02 22:58:00,1351897080,0,robocall_restored
2012-11-02 23:03:00,1351897380,0,robocall_restored
2012-11-02 23:08:00,1351897680,0,robocall_restored
2012-11-02 23:13:00,1351897980,0,robocall_restored
2012-11-02 23:18:00,1351898280,0,robocall_restored
2012-11-02 23:23:00,1351898580,0,robocall_restored
2012-11-02 23:28:00,1351898880,0,robocall_restored
2012-11-02 23:33:00,1351899180,0,robocall_restored
2012-11-02 23:38:00,1351899480,0,robocall_restored
2012-11-02 23:43:00,1351899780,0,robocall_restored
2012-11-02 23:48:00,1351900080,0,robocall_restored
2012-11-02 23:53:00,1351900380,0,robocall_restored
2012-11-02 23:58:00,1351900680,0,robocall_restored
2012-11-03 00:03:00,1351900980,0,robocall_restored
2012-11-03 00:08:00,1351901280,0,robocall_restored
2012-11-03 00:13:00,1351901580,0,robocall_restored
2012-11-03 00:18:00,1351901880,0,robocall_restored
2012-11-03 00:23:00,1351902180,0,robocall_restored
2012-11-03 00:28:00,1351902480,0,robocall_restored
2012-11-03 00:33:00,1351902780,0,robocall_restored
2012-11-03 00:38:00,1351903080,0,robocall_restored
